Building ID,Owner ID,zip_code,neighborhood,block,address,building_class_category,tax_class,building_class,year_built,LandUse
7630,O108514,11217,BOERUM HILL,386,159 HOYT STREET,01 ONE FAMILY HOMES,1,A5,1899,1
7631,O193044,11201,BROOKLYN HEIGHTS,245,360 FURMAN STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2008,NA
7632,O146234,11201,BROOKLYN HEIGHTS,245,360 FURMAN STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2008,NA
7633,O167580,11201,DOWNTOWN-FULTON FERRY,36,30 MAIN STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,1910,NA
7634,O158280,11238,FORT GREENE,2119,295 CUMBERLAND STREET,01 ONE FAMILY HOMES,1,A9,1899,1
7635,O245447,11217,FORT GREENE,2116,741 FULTON STREET,02 TWO FAMILY HOMES,1,S2,1930,4
7636,O195927,11222,GREENPOINT,2724,447 MEEKER AVENUE,03 THREE FAMILY HOMES,1,C0,1920,2
7637,O233375,11235,MANHATTAN BEACH,8740,251 BEAUMONT STREET,01 ONE FAMILY HOMES,1,A9,1998,1
7638,O254608,11238,PROSPECT HEIGHTS,1130,575 VANDERBILT AVENUE,02 TWO FAMILY HOMES,1,S2,1930,4
7639,O304184,11220,SUNSET PARK,832,5517 5 AVENUE,14  RENTALS - 4-10 UNIT,2B,S5,1931,4
7640,O180496,11211,WILLIAMSBURG-EAST,2745,402 GRAHAM AVENUE,02 TWO FAMILY HOMES,1,S2,1920,4
7641,O344775,11249,WILLIAMSBURG-NORTH,2340,2 NORTHSIDE PIERS,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
7642,O121273,11214,BATH BEACH,6447,2150 BATH AVENUE,14  RENTALS - 4-10 UNIT,2A,S5,1922,4
7643,O58694,11209,BAY RIDGE,5975,8009 HARBOR VIEW TERRACE,01 ONE FAMILY HOMES,1,A3,1925,1
7644,O366601,11238,BEDFORD STUYVESANT,1987,12A MONROE STREET,02 TWO FAMILY HOMES,1,B3,1899,1
7645,O282321,11221,BEDFORD STUYVESANT,1796,691 GREENE AVE,07  RENTALS - WALKUP APARTMENTS,2A,C3,1931,2
7646,O134134,11205,BEDFORD STUYVESANT,1896,143 CLASSON AVENUE,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2005,NA
7647,O67845,11219,BOROUGH PARK,5458,1565 51ST STREET,03 THREE FAMILY HOMES,1,C0,1975,2
7648,O67830,11201,BROOKLYN HEIGHTS,259,21 STATE STREET,01 ONE FAMILY HOMES,1,A4,1970,1
7649,O55791,11201,BROOKLYN HEIGHTS,208,"188 COLUMBIA HEIGHTS, 2A                 ",09  COOPS - WALKUP APARTMENTS,2C,C6,1900,2
7650,O304176,11231,CARROLL GARDENS,470,189 LUQUER STREET,02 TWO FAMILY HOMES,1,B1,1899,1
7651,O158290,11216,CROWN HEIGHTS,1208,1311 DEAN STREET,07  RENTALS - WALKUP APARTMENTS,2B,C5,1931,2
7652,O58701,11226,FLATBUSH-CENTRAL,5074,46 RUGBY ROAD,01 ONE FAMILY HOMES,1,A1,1899,1
7653,O205113,11218,FLATBUSH-CENTRAL,5141,236 STRATFORD ROAD,02 TWO FAMILY HOMES,1,B3,1920,1
7654,O170490,11222,GREENPOINT,2532,106 HURON STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1931,2
7655,O183417,11211,WILLIAMSBURG-EAST,2786,582 GRAND STREET,01 ONE FAMILY HOMES,1,S1,1920,4
7656,O279406,11216,BEDFORD STUYVESANT,1812,145 MONROE STREET,02 TWO FAMILY HOMES,1,B3,1899,1
7657,O306982,11201,BROOKLYN HEIGHTS,234,"128 WILLOW STREET, 1CD",10 COOPS - ELEVATOR APARTMENTS,2,D4,1925,3
7658,O134146,11220,BUSH TERMINAL,805,222 52ND   STREET,27 FACTORIES,4,F5,2000,6
7659,O366581,11237,BUSHWICK,3155,15 WILSON AVENUE,07 RENTALS - WALKUP APARTMENTS,2A,C2,1931,2
7660,O18249,11225,FLATBUSH-LEFFERTS GARDEN,5038,140 RUTLAND ROAD,02 TWO FAMILY HOMES,1,B1,1910,1
7661,O230571,11215,GOWANUS,1021,198 11TH   STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7662,O220587,11215,GOWANUS,1051,145 PROSPECT AVENUE,29 COMMERCIAL GARAGES,4,G1,1915,10
7663,O46438,11222,GREENPOINT,2688,172 MONITOR STREET,01 ONE FAMILY HOMES,1,A4,1899,1
7664,O306997,11222,GREENPOINT,2566,114 FRANKLIN STREET,02 TWO FAMILY HOMES,1,S2,1931,4
7665,O55786,11217,PARK SLOPE,939,145 PARK PLACE,13 CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
7666,O183427,11217,PARK SLOPE,942,133 STERLING PLACE,13 CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
7667,O155471,11215,PARK SLOPE,959,659 CARROLL STREET,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,0,NA
7668,O108567,11215,PARK SLOPE SOUTH,1012,513 10TH STREET,02 TWO FAMILY HOMES,1,B1,1901,1
7669,O257568,11232,SUNSET PARK,668,126 29TH   STREET,07 RENTALS - WALKUP APARTMENTS,2B,C1,1924,2
7670,O230561,11211,WILLIAMSBURG-EAST,2749,139 SKILLMAN AVENUE,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2009,NA
7671,O93435,11231,CARROLL GARDENS,460,28 2ND STREET,02 TWO FAMILY HOMES,1,B3,1901,1
7672,O307009,11210,FLATBUSH-EAST,7580,998 EAST 35TH   STREET,27  FACTORIES,,,0,NA
7673,O230551,11209,BAY RIDGE,6024,8423 RIDGE BOULEVARD,01 ONE FAMILY HOMES,1,A3,1910,1
7674,O395390,11217,BOERUM HILL,190,440 PACIFIC STREET,02 TWO FAMILY HOMES,1,B3,1915,1
7675,O304167,11229,MADISON,7332,2721 AVENUE U,14  RENTALS - 4-10 UNIT,2B,S9,1928,4
7676,O208051,11235,MANHATTAN BEACH,8748,4183 OCEAN AVENUE,01 ONE FAMILY HOMES,1,A1,1925,1
7677,O80791,11230,OCEAN PARKWAY-NORTH,6522,975 EAST 9TH   STREET,01 ONE FAMILY HOMES,1,A1,1930,1
7678,O70745,11230,OCEAN PARKWAY-NORTH,6589,1515 EAST 7TH   STREET,01 ONE FAMILY HOMES,1,A9,2009,1
7679,O344798,11215,PARK SLOPE,975,425 3 STREET,07  RENTALS - WALKUP APARTMENTS,,,0,NA
7680,O31238,11211,WILLIAMSBURG-NORTH,2298,171 NORTH 10 STREET,30  WAREHOUSES,4,V1,0,3
7681,O266567,11201,BROOKLYN HEIGHTS,275,118 STATE STREET,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1900,NA
7682,O369596,11215,WINDSOR TERRACE,1114,1666 10TH AVENUE,02 TWO FAMILY HOMES,1,B1,1915,1
7683,O18213,11205,FORT GREENE,2105,281 CLERMONT,03 THREE FAMILY HOMES,1,C0,1901,2
7684,O108576,11201,DOWNTOWN-FULTON MALL,170,265 STATE STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2014,NA
7685,O158345,11211,WILLIAMSBURG-NORTH,2324,34 NORTH 7TH   STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2007,NA
7686,O332822,11205,CLINTON HILL,1930,291 CLINTON AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C1,1905,1
7687,O245510,11211,WILLIAMSBURG-EAST,2747,78 JACKSON STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1928,2
7688,O233455,11222,GREENPOINT,2624,165 DIAMOND STREET,02 TWO FAMILY HOMES,1,B9,1901,1
7689,O344830,11238,PROSPECT HEIGHTS,1172,1 GRAND ARMY PLAZA,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
7690,O8689,11238,PROSPECT HEIGHTS,1172,1 GRAND ARMY PLAZA,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
7691,O307028,11249,WILLIAMSBURG-NORTH,2351,129 NORTH 3RD   STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2010,NA
7692,O18206,11249,WILLIAMSBURG-NORTH,2351,129 NORTH 3RD   STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2010,NA
7693,O93418,11215,PARK SLOPE,964,263 1ST ST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,2015,NA
7694,O319793,11238,CLINTON HILL,1984,49 IRVING PLACE,02 TWO FAMILY HOMES,1,B1,2012,1
7695,O341814,11201,BROOKLYN HEIGHTS,234,"128 WILLOW STREET, 4A                    ",10  COOPS - ELEVATOR APARTMENTS,2,D4,1925,3
7696,O183474,11231,CARROLL GARDENS,382,148 W. 9TH STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7697,O329818,11231,CARROLL GARDENS,464,50 3RD STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7698,O31225,11228,DYKER HEIGHTS,6030,1048 84TH   STREET,01 ONE FAMILY HOMES,1,A1,1899,1
7699,O217436,11215,PARK SLOPE,1072,862 CARROLL STREET,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,2006,NA
7700,O269363,11215,PARK SLOPE,1066,910 UNION STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,1931,NA
7701,O131277,11238,CLINTON HILL,1969,8 DOWNING STREET,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1930,NA
7702,O279369,11215,PARK SLOPE,964,261 1ST STREET,15  CONDOS - 2-10 UNIT RESIDENTIAL,,,0,NA
7703,O118254,11217,BOERUM HILL,185,465 PACIFIC STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2016,NA
7704,O233460,11217,BOERUM HILL,185,465 PACIFIC STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2016,NA
7705,O155406,11217,BOERUM HILL,401,610 WARREN STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2015,NA
7706,O131272,11201,DOWNTOWN-FULTON FERRY,1,1 JOHN STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2014,NA
7707,O279354,11231,COBBLE HILL,321,505 HICKS STREET,03 THREE FAMILY HOMES,1,C0,1900,2
7708,O220620,11249,WILLIAMSBURG-NORTH,2332,22 NORTH 6TH   STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2007,NA
7709,O46511,11234,MILL BASIN,8592,2400 NATIONAL DRIVE,01 ONE FAMILY HOMES,1,A9,1965,1
7710,O155402,11215,PARK SLOPE SOUTH,870,454 PROSPECT AVENUE,03 THREE FAMILY HOMES,1,C0,2000,2
7711,O279351,11222,GREENPOINT,2589,79 QUAY STREET,30  WAREHOUSES,4,E9,1931,6
7712,O395445,11201,DOWNTOWN-FULTON MALL,170,265 STATE STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2014,NA
7713,O93397,11231,CARROLL GARDENS,428,348 SACKETT STREET,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,2008,NA
7714,O18184,11226,FLATBUSH-CENTRAL,5111,1528-1534 NOSTRAND AVENUE,14  RENTALS - 4-10 UNIT,2B,S9,1910,4
7715,O21263,11238,CLINTON HILL,1962,63 GATES AVENUE,02 TWO FAMILY HOMES,1,B9,1900,1
7716,O21269,11215,PARK SLOPE,1065,"90 8TH AVENUE, 4B",10 COOPS - ELEVATOR APARTMENTS,2,D4,1928,3
7717,O279338,11201,BOERUM HILL,176,298 STATE STREET,02 TWO FAMILY HOMES,1,B3,1899,1
7718,O242542,11225,CROWN HEIGHTS,1280,883 FRANKLIN AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1925,2
7719,O395451,11220,SUNSET PARK,5808,6310 FOURTH AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1915,2
7720,O70805,11220,SUNSET PARK,5808,6316 FOURTH AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1915,2
7721,O369650,11201,DOWNTOWN-FULTON FERRY,31,51 JAY ST,13 CONDOS - ELEVATOR APARTMENTS,2,R4,1905,NA
7722,O369652,11201,DOWNTOWN-FULTON MALL,170,265 STATE STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2014,NA
7723,O254512,11201,DOWNTOWN-FULTON FERRY,1,1 JOHN STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2014,NA
7724,O155388,11217,FORT GREENE,2113,123 FORT GREENE PLACE,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1920,NA
7725,O282402,11203,FLATBUSH-EAST,4969,3506 NEWKIRK AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1931,2
7726,O329760,11217,PARK SLOPE,948,141 LINCOLN PLACE,02 TWO FAMILY HOMES,1,B3,1901,1
7727,O170582,11211,WILLIAMSBURG-NORTH,2333,80 NORTH 6TH   STREET,30  WAREHOUSES,4,E9,1910,4
7728,O80707,11201,BROOKLYN HEIGHTS,270,169 STATE STREET,02 TWO FAMILY HOMES,1,B9,1899,1
7729,O180401,11217,PARK SLOPE,938,45 PARK PLACE,02 TWO FAMILY HOMES,1,B3,1899,1
7730,O80704,11215,PARK SLOPE,1096,421 12TH STREET,03 THREE FAMILY HOMES,1,C0,1901,2
7731,O220662,11231,CARROLL GARDENS,354,122 CARROLL STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1900,2
7732,O196009,11215,PARK SLOPE,1091,532 8TH STREET,03 THREE FAMILY HOMES,1,C0,1901,2
7733,O180392,11226,FLATBUSH-CENTRAL,5122,1819 BEVERLY ROAD,07  RENTALS - WALKUP APARTMENTS,2,C1,1912,2
7734,O183509,11217,PARK SLOPE,932,121 ST MARKS PLACE,03 THREE FAMILY HOMES,1,C0,1910,2
7735,O357284,11215,PARK SLOPE,957,760 UNION STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1920,2
7736,O5628,11249,WILLIAMSBURG-NORTH,2380,147 GRAND STREET,14  RENTALS - 4-10 UNIT,2A,S3,1899,4
7737,O18167,11219,BENSONHURST,5558,1570 66TH STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1931,2
7738,O46533,11238,CROWN HEIGHTS,1147,355 SAINT MARKS AVENUE,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1931,NA
7739,O329746,11238,BEDFORD STUYVESANT,2020,184 LEFFERTS PLACE,03 THREE FAMILY HOMES,1,B9,1899,1
7740,O316775,11237,BUSHWICK,3317,293 GROVE STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1931,2
7741,O155382,11231,CARROLL GARDENS,354,145 SUMMIT STREET,03 THREE FAMILY HOMES,1,C0,1899,NA
7742,O269415,11215,PARK SLOPE,961,33 GARFIELD PLACE,02 TWO FAMILY HOMES,1,B3,1901,1
7743,O167482,11238,PROSPECT HEIGHTS,1152,637A VANDERBILT AVENUE,02 TWO FAMILY HOMES,1,S2,1930,4
7744,O55684,11249,WILLIAMSBURG-NORTH,2332,22 NORTH 6TH STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2007,NA
7745,O257633,11231,CARROLL GARDENS,460,50 2 STREET,02 TWO FAMILY HOMES,1,B3,1901,1
7746,O269418,11222,GREENPOINT,2625,119 JEWEL STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1930,2
7747,O43459,11215,PARK SLOPE SOUTH,1017,357 11TH   STREET,02 TWO FAMILY HOMES,1,B1,1901,1
7748,O257647,11215,WINDSOR TERRACE,5259,1515 11TH   AVENUE,03 THREE FAMILY HOMES,1,C0,1920,2
7749,O354108,11217,BOERUM HILL,185,465 PACIFIC STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2016,NA
7750,O369708,11219,BOROUGH PARK,5684,5501-5511 NEW UTRECHT AVENUE,22 STORE BUILDINGS,4,K1,1931,5
7751,O55676,11220,BOROUGH PARK,769,4711 8TH AVENUE,42 CONDO CULTURAL/MEDICAL/EDUCATIONAL/ETC,4,RA,0,NA
7752,O341729,11201,BROOKLYN HEIGHTS,241,"198 HICKS STREET, A",10 COOPS - ELEVATOR APARTMENTS,2,D4,1910,3
7753,O269452,11225,CROWN HEIGHTS,1299,637 MONTGOMERY STREET,02 TWO FAMILY HOMES,1,B1,1925,1
7754,O118225,11201,DOWNTOWN-FULTON FERRY,45,70 WASHINGTON STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,1916,NA
7755,O254493,11230,FLATBUSH-CENTRAL,6691,74 WELLINGTON COURT,01 ONE FAMILY HOMES,1,A1,1899,1
7756,O118219,11229,MADISON,6797,1422 KINGS HIGHWAY,22 STORE BUILDINGS,4,K4,1928,4
7757,O108676,11215,PARK SLOPE,1064,939 UNION STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2003,NA
7758,O31094,11231,GOWANUS,438,450 UNION STREET,27  FACTORIES,4,E9,1920,5
7759,O379498,11201,DOWNTOWN-FULTON FERRY,31,51 JAY STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,1905,NA
7760,O230408,11221,BEDFORD STUYVESANT,1815,492 THROOP AVE,37  RELIGIOUS FACILITIES,4,M1,1931,8
7761,O105424,11238,PROSPECT HEIGHTS,1129,550 VANDERBILT AVENUE,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2015,NA
7762,O134226,11208,EAST NEW YORK,3986,317 ELTON STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1998,2
7763,O43448,11212,BROWNSVILLE,3494,1559 PITKIN AVENUE,22  STORE BUILDINGS,4,K9,1930,4
7764,O158391,11209,BAY RIDGE,5975,23 HARBOR LANE,01 ONE FAMILY HOMES,1,A3,1930,1
7765,O208122,11237,BUSHWICK,3419,301 COVERT STREET,02 TWO FAMILY HOMES,1,B1,1907,1
7766,O93332,11222,GREENPOINT,2679,878 LORIMER STREET,03 THREE FAMILY HOMES,1,C0,1901,2
7767,O392264,11215,PARK SLOPE SOUTH,1113,122 WINDSOR PLACE,02 TWO FAMILY HOMES,1,B1,1910,1
7768,O21338,11220,BOROUGH PARK,5686,5610 9TH AVENUE,07 RENTALS - WALKUP APARTMENTS,2A,C2,1920,2
7769,O5583,11215,PARK SLOPE,1090,495 9 STREET,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1920,NA
7770,O46581,11201,DOWNTOWN-FULTON FERRY,31,51 JAY STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,1905,NA
7771,O183530,11216,BEDFORD STUYVESANT,1775,697 DEKALB AVENUE,14 RENTALS - 4-10 UNIT,2A,S3,1931,2
7772,O196053,11215,PARK SLOPE,1067,828 PRESIDENT STREET,14  RENTALS - 4-10 UNIT,1,B1,1920,1
7773,O332870,11201,COBBLE HILL,285,124 ATLANTIC AVENUE,43  CONDO OFFICE BUILDINGS,4,RB,1900,NA
7774,O220716,11211,GREENPOINT,2721,20 BAYARD ST,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2005,NA
7775,O220717,11201,DOWNTOWN-FULTON MALL,152,388 BRIDGE STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2012,NA
7776,O220727,11217,BOERUM HILL,185,465 PACIFIC STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2016,NA
7777,O242503,11215,PARK SLOPE SOUTH,1024,464 11TH   STREET,03 THREE FAMILY HOMES,1,C0,1901,2
7778,O269491,11212,BROWNSVILLE,3531,745 RALPH AVE,35  INDOOR PUBLIC AND CULTURAL FACILITIES,4,P5,1930,8
7779,O46587,11238,CLINTON HILL,1965,368 GRAND AVENUE,02 TWO FAMILY HOMES,1,B3,1910,1
7780,O58820,11215,PARK SLOPE SOUTH,1012,515 10TH STREET,02 TWO FAMILY HOMES,1,B3,1901,1
7781,O21367,11215,PARK SLOPE SOUTH,1030,503 6TH AVENUE,03 THREE FAMILY HOMES,1,C0,1915,2
7782,O282446,11211,WILLIAMSBURG-EAST,2776,230 AINSLIE ST,02 TWO FAMILY HOMES,1,B9,1901,1
7783,O344921,11233,BEDFORD STUYVESANT,1668,639 MACON STREET,02 TWO FAMILY HOMES,1,B9,1899,1
7784,O46591,11201,DOWNTOWN-FULTON FERRY,31,51 JAY STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,1905,NA
7785,O180321,11214,GRAVESEND,6415,8693 BAY PARKWAY,07  RENTALS - WALKUP APARTMENTS,2,C1,1913,2
7786,O230356,11225,CROWN HEIGHTS,1280,883 FRANKLIN AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1925,2
7787,O341699,11225,CROWN HEIGHTS,1275,856 NOSTRAND AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C7,1911,4
7788,O192903,11231,RED HOOK,556,82 SULLIVAN STREET,01 ONE FAMILY HOMES,1,A5,2016,1
7789,O282449,11217,BOERUM HILL,190,239 DEAN STREET,03 THREE FAMILY HOMES,1,C0,1915,1
7790,O143205,11217,BOERUM HILL,386,188 BERGEN STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7791,O21377,11231,CARROLL GARDENS,365,37 3 PLACE,07  RENTALS - WALKUP APARTMENTS,2A,C3,1930,2
7792,O183544,11215,PARK SLOPE,1091,533 9TH STREET,02 TWO FAMILY HOMES,1,B1,1901,1
7793,O67745,11217,FORT GREENE,2097,24 FORT GREENE PLACE,02 TWO FAMILY HOMES,1,B9,1899,1
7794,O217357,11201,BROOKLYN HEIGHTS,258,322 HICKS STREET,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,2003,NA
7795,O170694,11215,PARK SLOPE,995,444 6 STREET,02 TWO FAMILY HOMES,1,B3,1901,1
7796,O167468,11215,PARK SLOPE,1074,"457 1ST STREET, 2                        ",09  COOPS - WALKUP APARTMENTS,2C,C6,1940,2
7797,O46608,11211,WILLIAMSBURG-SOUTH,2393,279 BEDFORD AVENUE,02 TWO FAMILY HOMES,1,S2,1910,4
7798,O257678,11201,DOWNTOWN-FULTON FERRY,31,51 JAY STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,1905,NA
7799,O108736,11215,PARK SLOPE,1094,545 11TH STREET,03 THREE FAMILY HOMES,1,C0,1910,2
7800,O43409,11238,PROSPECT HEIGHTS,1153,696 WASHINGTON AVENUE,02 TWO FAMILY HOMES,1,S2,1930,4
7801,O217349,11211,WILLIAMSBURG-NORTH,2314,260 NORTH 9TH   STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2010,NA
7802,O366475,11205,BEDFORD STUYVESANT,1736,528 PARK AVENUE,41  TAX CLASS 4 - OTHER,4,Z9,1998,NA
7803,O379432,11201,CARROLL GARDENS,403,209 SMITH STREET,43  CONDO OFFICE BUILDINGS,4,RB,0,NA
7804,O204974,11217,PARK SLOPE,954,110 BERKELEY PLACE,07  RENTALS - WALKUP APARTMENTS,2A,C3,1920,2
7805,O192878,11226,FLATBUSH-CENTRAL,5062,369 OCEAN AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D9,1931,3
7806,O254446,11205,CLINTON HILL,1905,504 MYRTLE AVENUE,22  STORE BUILDINGS,4,K1,1968,4
7807,O5544,11201,DOWNTOWN-FULTON MALL,170,265 STATE STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2014,NA
7808,O279247,11235,MANHATTAN BEACH,8736,190 EXETER STREET,33  EDUCATIONAL FACILITIES,4,W3,1927,8
7809,O146411,11238,PROSPECT HEIGHTS,1152,280 ST MARKS AVENUE,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2016,NA
7810,O118185,11209,BAY RIDGE,5871,6902 3 AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C7,1912,4
7811,O108744,11231,COBBLE HILL,322,17 CHEEVER PLACE,02 TWO FAMILY HOMES,1,B9,1901,1
7812,O392210,11208,CYPRESS HILLS,4141,248 CHESTNUT STREET,29  COMMERCIAL GARAGES,4,G7,0,10
7813,O183562,11234,FLATBUSH-EAST,7734,1527 UTICA AVENUE,29  COMMERCIAL GARAGES,4,G5,1981,7
7814,O208163,11237,WILLIAMSBURG-EAST,3013,1081 FLUSHING AVENUE,22  STORE BUILDINGS,4,K1,1991,5
7815,O217335,11209,BAY RIDGE,6085,279 92ND STREET,07  RENTALS - WALKUP APARTMENTS,2,C7,1925,4
7816,O18105,11201,BROOKLYN HEIGHTS,258,54 STATE STREET,07  RENTALS - WALKUP APARTMENTS,2B,C1,1900,2
7817,O269529,11222,GREENPOINT,2680,533 LEONARD STREET,35  INDOOR PUBLIC AND CULTURAL FACILITIES,4,P2,1931,NA
7818,O70970,11217,PARK SLOPE,933,7 ST. MARKS AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C3,1920,2
7819,O167460,11214,BATH BEACH,6414,8686 BAY PARKWAY,28  COMMERCIAL CONDOS,4,R5,0,NA
7820,O392207,11234,BERGEN BEACH,8411,7001 EAST 71ST STREET,22  STORE BUILDINGS,4,K1,1968,5
7821,O183571,11217,BOERUM HILL,183,347 PACIFIC STREET,07  RENTALS - WALKUP APARTMENTS,2B,C1,1920,2
7822,O118164,11201,DOWNTOWN-METROTECH,118,219 JAY STREET,37  RELIGIOUS FACILITIES,4,M4,1930,5
7823,O67729,11230,OCEAN PARKWAY-NORTH,6520,711 AVENUE J,01 ONE FAMILY HOMES,1,A1,1930,1
7824,O295236,11215,PARK SLOPE,1089,533 8 STREET,07  RENTALS - WALKUP APARTMENTS,2B,C1,1920,2
7825,O21416,11215,PARK SLOPE SOUTH,1113,1657 8TH AVE,07  RENTALS - WALKUP APARTMENTS,2,C7,1921,4
7826,O34317,11204,BENSONHURST,5561,6601 18TH   AVENUE,14  RENTALS - 4-10 UNIT,,,0,NA
7827,O58871,11217,BOERUM HILL,183,359 PACIFIC STREET,02 TWO FAMILY HOMES,1,B3,1901,1
7828,O304022,11231,CARROLL GARDENS,414,285 COURT STREET,14  RENTALS - 4-10 UNIT,2A,S5,1931,4
7829,O196115,11231,COBBLE HILL,323,58 STRONG PLACE,13  CONDOS - ELEVATOR APARTMENTS,2,R4,1900,NA
7830,O167444,11216,CROWN HEIGHTS,1201,1318 ATLANTIC AVENUE,30  WAREHOUSES,4,E9,1926,11
7831,O108767,11222,GREENPOINT,2566,845 MANHATTAN AVENUE,22  STORE BUILDINGS,4,K4,1884,4
7832,O46648,11230,OCEAN PARKWAY-NORTH,6529,1035 EAST 8TH STREET,01 ONE FAMILY HOMES,1,A1,1925,1
7833,O18079,11215,PARK SLOPE,1088,451 8TH STREET,02 TWO FAMILY HOMES,1,B1,1901,1
7834,O242404,11217,PROSPECT HEIGHTS,1143,267 FLATBUSH AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C7,1930,4
7835,O369815,11205,BEDFORD STUYVESANT,1763,224 WALWORTH STREET,29  COMMERCIAL GARAGES,4,G7,0,2
7836,O395581,11219,BOROUGH PARK,5604,4307 12TH AVE,07  RENTALS - WALKUP APARTMENTS,2,C1,1916,2
7837,O332892,11231,CARROLL GARDENS,365,11A 3 PLACE,02 TWO FAMILY HOMES,1,B3,1901,1
7838,O8837,11231,CARROLL GARDENS,415,393 DEGRAW STREET,02 TWO FAMILY HOMES,1,B9,1899,1
7839,O245687,11238,CLINTON HILL,1945,388 WASHINGTON AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C1,1905,1
7840,O341663,11216,CROWN HEIGHTS,1247,775 ST. JOHN'S PLACE,07  RENTALS - WALKUP APARTMENTS,2,C1,1910,2
7841,O18073,11225,FLATBUSH-LEFFERTS GARDEN,5042,146 FENIMORE STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1926,2
7842,O332894,11205,FORT GREENE,2090,234 ADELPHI,03 THREE FAMILY HOMES,1,C0,1901,2
