Building ID,Owner ID,zip_code,neighborhood,block,address,building_class_category,tax_class,building_class,year_built,LandUse
7413,O317056,11225,FLATBUSH-LEFFERTS GARDEN,5031,71 MIDWOOD STREET,01 ONE FAMILY HOMES,1,A4,1901,1
7414,O5991,11222,GREENPOINT,2569,96 FRANKLIN STREET,02 TWO FAMILY HOMES,1,B9,1899,1
7415,O269037,11222,GREENPOINT,2649,81 MC GUINNESS BLVD,03 THREE FAMILY HOMES,1,C0,1901,2
7416,O183179,11230,OCEAN PARKWAY-NORTH,6611,420 AVENUE O,02 TWO FAMILY HOMES,1,B2,1925,1
7417,O81061,11215,PARK SLOPE,961,59 GARFIELD PLACE,03 THREE FAMILY HOMES,1,C0,1901,2
7418,O133971,11217,PARK SLOPE,944,29 ST JOHNS PLACE,07  RENTALS - WALKUP APARTMENTS,2A,C3,1920,2
7419,O8418,11215,PARK SLOPE SOUTH,1035,273 14TH STREET,02 TWO FAMILY HOMES,1,B3,1901,1
7420,O279671,11217,PROSPECT HEIGHTS,1150,102 SAINT MARKS AVENUE,02 TWO FAMILY HOMES,1,B3,1931,1
7421,O382435,11220,SUNSET PARK,5781,6002 4 AVENUE,02 TWO FAMILY HOMES,1,S2,1931,4
7422,O58515,11211,WILLIAMSBURG-EAST,2922,294 POWERS STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1920,2
7423,O158114,11211,WILLIAMSBURG-EAST,2916,824 METROPOLITAN AVENUE,41  TAX CLASS 4 - OTHER,4,Z9,0,NA
7424,O366784,11205,BEDFORD STUYVESANT,1783,569 LAFAYETTE AVENUE,02 TWO FAMILY HOMES,1,B3,1899,1
7425,O382438,11216,BEDFORD STUYVESANT,1793,314 CLIFTON PLACE,02 TWO FAMILY HOMES,1,B3,1899,1
7426,O83517,11216,BEDFORD STUYVESANT,1817,181 MADISON STREET,02 TWO FAMILY HOMES,1,B3,1899,1
7427,O58529,11221,BEDFORD STUYVESANT,1644,508 MADISON STREET,07 RENTALS - WALKUP APARTMENTS,2A,C3,1931,2
7428,O292306,11219,BOROUGH PARK,5471,1555 53RD STREET,02 TWO FAMILY HOMES,1,B3,1920,1
7429,O5984,11205,CLINTON HILL,1887,119 VANDERBILT AVENUE,02 TWO FAMILY HOMES,1,B3,1910,1
7430,O83518,11238,CLINTON HILL,2012,576 WASHINGTON AVENUE,03 THREE FAMILY HOMES,1,C0,1899,2
7431,O96105,11205,CLINTON HILL,1917,230 WASHINGTON AVENUE,04 TAX CLASS 1 CONDOS,1C,R6,1905,NA
7432,O354501,11213,CROWN HEIGHTS,1383,1259 LINCOLN PL,07 RENTALS - WALKUP APARTMENTS,2A,C2,1908,2
7433,O195704,11238,CROWN HEIGHTS,1178,823 CLASSON AVENUE,13 CONDOS - ELEVATOR APARTMENTS,2,R4,1925,NA
7434,O68033,11226,FLATBUSH-CENTRAL,5063,25 EAST 21ST   STREET,07 RENTALS - WALKUP APARTMENTS,2,C1,1931,2
7435,O254875,11215,GOWANUS,992,249 7TH STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7436,O143501,11222,GREENPOINT,2680,533 LEONARD STREET,04 TAX CLASS 1 CONDOS,1A,R3,1931,NA
7437,O170158,11222,GREENPOINT,2680,533 LEONARD STREET,04 TAX CLASS 1 CONDOS,1A,R3,1931,NA
7438,O195710,11229,MADISON,6796,1308 KINGS HIGHWAY,22 STORE BUILDINGS,4,K4,1925,4
7439,O357056,11230,OCEAN PARKWAY-NORTH,6512,853 EAST 9TH   STREET,01 ONE FAMILY HOMES,1,A1,1925,1
7440,O33970,11230,OCEAN PARKWAY-NORTH,6568,1388 OCEAN PARKWAY,02 TWO FAMILY HOMES,1,B1,1930,1
7441,O170168,11223,OCEAN PARKWAY-SOUTH,7104,1958 EAST 1ST   STREET,02 TWO FAMILY HOMES,1,B3,1925,1
7442,O170171,11215,PARK SLOPE,985,345 FIFTH STREET,02 TWO FAMILY HOMES,1,B1,1899,1
7443,O332613,11215,PARK SLOPE SOUTH,1017,369 11TH STREET,02 TWO FAMILY HOMES,1,B3,1899,1
7444,O242760,11215,PARK SLOPE SOUTH,1105,415 16TH STREET,02 TWO FAMILY HOMES,1,B9,1901,1
7445,O34002,11215,PARK SLOPE SOUTH,1022,245 12TH STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7446,O395149,11231,RED HOOK,534,730 HICKS STREET,29 COMMERCIAL GARAGES,4,G7,0,10
7447,O34010,11211,WILLIAMSBURG-CENTRAL,2194,233 KEAP STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7448,O332618,11211,WILLIAMSBURG-EAST,2776,139 POWERS STREET,01 ONE FAMILY HOMES,1,A9,1930,1
7449,O282187,11249,WILLIAMSBURG-NORTH,2317,64 NORTH 8TH   STREET,01 ONE FAMILY HOMES,1,A1,1899,1
7450,O180734,11214,BATH BEACH,6399,8754 17TH AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1914,2
7451,O46203,11214,BENSONHURST,6348,2261 86TH   STREET,22  STORE BUILDINGS,4,K1,1928,5
7452,O330125,11224,CONEY ISLAND,7268,1047 SURF AVENUE,22  STORE BUILDINGS,4,K2,1931,5
7453,O392597,11201,DOWNTOWN-FULTON FERRY,35,7 OLD FULTON STREET,14  RENTALS - 4-10 UNIT,2A,S3,1900,4
7454,O233194,11215,GOWANUS,1021,488 4TH AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C2,1931,11
7455,O282197,11218,KENSINGTON,5322,364 CONEY ISLAND AVENUE,22  STORE BUILDINGS,4,V1,0,11
7456,O183216,11230,OCEAN PARKWAY-NORTH,6509,984 EAST 7TH   STREET,01 ONE FAMILY HOMES,1,A1,1925,1
7457,O68000,11215,PARK SLOPE,1079,610 2 STREET,01 ONE FAMILY HOMES,1,B1,1901,1
7458,O118447,11217,PARK SLOPE,948,165 6 AVENUE,02 TWO FAMILY HOMES,1,B1,1905,1
7459,O145995,11215,PARK SLOPE,1068,"9 PROSPECT PARK WEST, 10C                ",10  COOPS - ELEVATOR APARTMENTS,2,D4,1929,3
7460,O294901,11214,BATH BEACH,6373,73-79 BAY 22ND   STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1929,2
7461,O146016,11217,BOERUM HILL,386,162 BERGEN STREET,02 TWO FAMILY HOMES,1,B3,1899,1
7462,O134000,11225,CROWN HEIGHTS,1268,834-48 NOSTRAND AVENUE,22  STORE BUILDINGS,4,K2,1909,5
7463,O34033,11226,FLATBUSH-CENTRAL,5100,600 OCEAN AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1935,3
7464,O330112,11233,OCEAN HILL,1473,1682 ST JOHN'S PLACE,22  STORE BUILDINGS,4,K1,1921,5
7465,O170192,11215,PARK SLOPE,1069,22 POLHEMUS PLACE,01 ONE FAMILY HOMES,1,A4,1899,1
7466,O170199,11217,PARK SLOPE,954,108 BERKELEY PLACE,03 THREE FAMILY HOMES,1,A9,1901,1
7467,O395169,11238,PROSPECT HEIGHTS,1146,305 ST MARK'S AVENUE,03 THREE FAMILY HOMES,1,C0,1920,2
7468,O245180,11232,SUNSET PARK,637,647 4 AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C7,1921,4
7469,O18427,11206,WILLIAMSBURG-CENTRAL,2263,218 WALLABOUT STREET,22  STORE BUILDINGS,4,K1,1931,5
7470,O205306,11211,WILLIAMSBURG-NORTH,2357,56 NORTH 3RD   STREET,30  WAREHOUSES,4,E3,1900,6
7471,O316993,11211,WILLIAMSBURG-NORTH,2380,142 NORTH 1ST   STREET,30  WAREHOUSES,2B,D5,1910,NA
7472,O382503,11238,CLINTON HILL,2011,508 WAVERLY AVENUE,29  COMMERCIAL GARAGES,4,O9,1930,5
7473,O170207,11238,CLINTON HILL,2011,508 WAVERLY AVENUE,37  RELIGIOUS FACILITIES,2,D9,2006,NA
7474,O108369,11238,CLINTON HILL,2011,508 WAVERLY AVENUE,37  RELIGIOUS FACILITIES,4,M1,1930,8
7475,O118436,11201,DOWNTOWN-FULTON MALL,152,68 WILLOUGHBY STREET,22  STORE BUILDINGS,4,K9,1920,4
7476,O319549,11201,DOWNTOWN-FULTON MALL,152,68 WILLOUGHBY STREET,22  STORE BUILDINGS,4,K9,1920,NA
7477,O146044,11201,DOWNTOWN-FULTON MALL,152,68 WILLOUGHBY STREET,22  STORE BUILDINGS,4,K9,1920,NA
7478,O306837,11208,EAST NEW YORK,4496,AMBER STREET,05  TAX CLASS 1 VACANT LAND,1B,V0,0,11
7479,O58595,11208,EAST NEW YORK,4496,AMBER STREET,05  TAX CLASS 1 VACANT LAND,1B,V0,0,11
7480,O108374,11208,EAST NEW YORK,4496,AMBER STREET,05  TAX CLASS 1 VACANT LAND,1B,V0,0,11
7481,O83580,11222,GREENPOINT,2597,802-12 MANHATTAN AVENUE,22  STORE BUILDINGS,4,K1,1931,5
7482,O207855,11215,PARK SLOPE,1077,556 1 STREET,01 ONE FAMILY HOMES,1,A4,1910,1
7483,O230799,11206,WILLIAMSBURG-EAST,2250,307 WALLABOUT STREET,30  WAREHOUSES,4,E9,1993,6
7484,O233231,11206,WILLIAMSBURG-EAST,2250,307 WALLABOUT STREET,30  WAREHOUSES,4,E9,1993,6
7485,O379836,11206,WILLIAMSBURG-EAST,2250,307 WALLABOUT STREET,30  WAREHOUSES,4,E9,1931,NA
7486,O341946,11211,WILLIAMSBURG-EAST,2773,390 UNION AVENUE,03 THREE FAMILY HOMES,1,C0,1899,2
7487,O170237,11231,CARROLL GARDENS,339,291 UNION STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2008,NA
7488,O379819,11217,FORT GREENE,2100,49 SOUTH PORTLAND AVENU,02 TWO FAMILY HOMES,1,B9,1899,1
7489,O245224,11215,PARK SLOPE,1065,829 PRESIDENT STREET,03 THREE FAMILY HOMES,1,C0,1905,2
7490,O207860,11231,CARROLL GARDENS,350,177 CARROLL STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7491,O233242,11231,CARROLL GARDENS,350,175 CARROLL STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7492,O131514,11249,WILLIAMSBURG-NORTH,2340,2 NORTHSIDE PIERS,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
7493,O5908,11201,BROOKLYN HEIGHTS,238,"24 MONROE PLACE, PH                      ",10  COOPS - ELEVATOR APARTMENTS,2,D4,1928,3
7494,O121120,11205,CLINTON HILL,1929,305 VANDERBILT AVENUE,03 THREE FAMILY HOMES,1,C0,1899,2
7495,O80958,11238,BEDFORD STUYVESANT,1973,435 CLASSON AVENUE,02 TWO FAMILY HOMES,1,B9,1899,1
7496,O217647,11201,BROOKLYN HEIGHTS,258,322 HICKS STREET,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,2003,NA
7497,O170276,11221,BEDFORD STUYVESANT,1830,381 JEFFERSON AVENUE,02 TWO FAMILY HOMES,1,B2,2016,1
7498,O357112,11215,PARK SLOPE,1087,579 7 STREET,02 TWO FAMILY HOMES,1,B3,1901,1
7499,O230752,11211,WILLIAMSBURG-NORTH,2324,34 NORTH 7TH   STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2007,NA
7500,O105677,11231,COBBLE HILL-WEST,319,20 TIFFANY PLACE,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2006,NA
7501,O220417,11201,BROOKLYN HEIGHTS,211,72 POPLAR STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,1913,NA
7502,O344618,11249,WILLIAMSBURG-NORTH,2351,129 NORTH 3RD   STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2010,NA
7503,O220424,11201,DOWNTOWN-FULTON MALL,170,265 STATE STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2014,NA
7504,O55959,11201,BOERUM HILL,194,117 BERGEN STREET,01 ONE FAMILY HOMES,1,A4,1920,1
7505,O316972,11231,COBBLE HILL,324,47 STRONG PL,07  RENTALS - WALKUP APARTMENTS,2A,C3,1900,2
7506,O266708,11211,WILLIAMSBURG-EAST,2741,44 WITHERS STREET,29  COMMERCIAL GARAGES,4,G4,1930,2
7507,O344623,11206,WILLIAMSBURG-EAST,3043,185 GRAHAM AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C3,2004,2
7508,O183283,11218,KENSINGTON,5339,231 OCEAN PARKWAY,02 TWO FAMILY HOMES,1B,V0,0,NA
7509,O8508,11217,PARK SLOPE,1058,185 ST. JOHNS PLACE,02 TWO FAMILY HOMES,1,B3,1899,1
7510,O369353,11226,FLATBUSH-CENTRAL,5058,33 CROOKE AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1931,3
7511,O205247,11231,CARROLL GARDENS,429,384 SACKETT STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1920,1
7512,O70533,11216,BEDFORD STUYVESANT,1858,1567 FULTON STREET,22  STORE BUILDINGS,4,K1,1910,5
7513,O230721,11214,BENSONHURST,6348,2257 86TH STREET,22  STORE BUILDINGS,4,K2,1928,5
7514,O158194,11215,PARK SLOPE,1078,511 THIRD STREET,02 TWO FAMILY HOMES,1,B3,1899,1
7515,O96199,11226,FLATBUSH-CENTRAL,5204,526 EAST 19TH STREET,01 ONE FAMILY HOMES,1,A1,1910,1
7516,O266689,11205,CLINTON HILL,1905,490 MYRTLE AVENUE,22  STORE BUILDINGS,4,K1,1972,NA
7517,O354398,11215,PARK SLOPE,1074,505 1 STREET,02 TWO FAMILY HOMES,1,B3,1901,1
7518,O8517,11217,FORT GREENE,2099,22 SOUTH PORTLAND AVE,02 TWO FAMILY HOMES,1,B1,1901,1
7519,O55938,11231,RED HOOK,596,153 COFFEY STREET,30  WAREHOUSES,4,E9,1931,6
7520,O134063,11205,FORT GREENE,2073,180 ADELPHI STREET,02 TWO FAMILY HOMES,1,B1,1905,1
7521,O155647,11211,WILLIAMSBURG-NORTH,2334,114 NORTH 6TH   STREET,22  STORE BUILDINGS,4,K1,1910,5
7522,O96208,11238,PROSPECT HEIGHTS,1173,398 STERLING PLACE,04  TAX CLASS 1 CONDOS,1C,R6,1910,NA
7523,O118405,11201,DOWNTOWN-FULTON MALL,170,265 STATE STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2014,NA
7524,O31430,11231,CARROLL GARDENS,436,305A PRESIDENT STREET,02 TWO FAMILY HOMES,1,B9,1899,1
7525,O34100,11209,BAY RIDGE,6006,8214 3 AVENUE,22  STORE BUILDINGS,4,K4,1927,4
7526,O93569,11222,GREENPOINT,2648,175 ECKFORD STREET,01 ONE FAMILY HOMES,1,A9,1901,1
7527,O379751,11220,BOROUGH PARK,751,4501 8 AVENUE,14  RENTALS - 4-10 UNIT,2A,S4,1925,4
7528,O392528,11225,FLATBUSH-LEFFERTS GARDEN,5037,112 RUTLAND ROAD,01 ONE FAMILY HOMES,1,A4,1920,1
7529,O304315,11218,OCEAN PARKWAY-NORTH,5371,564 EAST 3RD   STREET,07  RENTALS - WALKUP APARTMENTS,2,C7,1924,4
7530,O55933,11206,WILLIAMSBURG-EAST,3054,228 BUSHWICK AVENUE,28  COMMERCIAL CONDOS,4,RK,2009,NA
7531,O83612,11249,WILLIAMSBURG-NORTH,2350,85-101 NORTH 3RD,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
7532,O254752,11201,DOWNTOWN-FULTON FERRY,31,51 JAY STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,1905,NA
7533,O46302,11231,GOWANUS,444,337 CARROLL STREET,13  CONDOS - ELEVATOR APARTMENTS,,,0,NA
7534,O254745,11231,CARROLL GARDENS,429,395 UNION STREET,03 THREE FAMILY HOMES,1,C0,1920,2
7535,O245316,11226,FLATBUSH-CENTRAL,5090,110 MARTENSE STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1931,2
7536,O195818,11223,OCEAN PARKWAY-SOUTH,6681,20 COLIN PLACE,02 TWO FAMILY HOMES,1,B2,1920,1
7537,O379747,11215,PARK SLOPE,1080,544 3RD STREET,01 ONE FAMILY HOMES,1,A4,1901,1
7538,O46316,11237,WYCKOFF HEIGHTS,3177,413 TROUTMAN STREET,27  FACTORIES,4,F9,1931,5
7539,O46318,11201,BROOKLYN HEIGHTS,259,7 COLUMBIA PLACE,01 ONE FAMILY HOMES,1,A9,1899,1
7540,O354366,11201,BROOKLYN HEIGHTS,221,64 HENRY STREET,14  RENTALS - 4-10 UNIT,2A,S4,1900,4
7541,O43633,11206,BUSHWICK,3160,18 MELROSE STREET,29  COMMERCIAL GARAGES,4,G7,0,10
7542,O146144,11231,CARROLL GARDENS,354,120 CARROLL STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1900,2
7543,O357135,11210,MIDWOOD,7640,2201 AVENUE M,01 ONE FAMILY HOMES,1,A1,2000,1
7544,O306890,11217,PARK SLOPE,928,413 DEAN STREET,02 TWO FAMILY HOMES,1,B2,1910,1
7545,O193129,11231,GOWANUS,430,468 SACKETT STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7546,O21088,11225,FLATBUSH-LEFFERTS GARDEN,5030,300 LINCOLN ROAD,07  RENTALS - WALKUP APARTMENTS,2,C1,1931,2
7547,O143414,11249,WILLIAMSBURG-NORTH,2332,22 NORTH 6TH   STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2007,NA
7548,O230679,11219,BOROUGH PARK,5696,1156 57 STREET,02 TWO FAMILY HOMES,1,B1,1992,1
7549,O8548,11231,CARROLL GARDENS,349,107 CARROLL STREET,03 THREE FAMILY HOMES,1,C0,1901,2
7550,O282257,11214,BATH BEACH,6406,8721-8729 19TH   AVENUE,03 THREE FAMILY HOMES,1,C0,1935,2
7551,O292204,11221,BUSHWICK,3375,507 EVERGREEN AVENUE,37 RELIGIOUS FACILITIES,4,M1,1920,8
7552,O316942,11229,MADISON,7325,2541 OCEAN AVENUE,14 RENTALS - 4-10 UNIT,2B,S9,1927,4
7553,O146160,11211,WILLIAMSBURG-NORTH,2298,171 NORTH 10 STREET,30  WAREHOUSES,4,V1,0,3
7554,O357149,11217,FORT GREENE,2098,76 SOUTH ELLIOTT PLACE,03 THREE FAMILY HOMES,1,C0,1899,2
7555,O242674,11215,PARK SLOPE,1073,31 PROSPECT PARK WEST,01 ONE FAMILY HOMES,1,A4,1901,1
7556,O155597,11206,BEDFORD STUYVESANT,1767,615 MARCY AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C7,1915,4
7557,O366654,11215,PARK SLOPE SOUTH,869,411 17 STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1931,2
7558,O392488,11213,BEDFORD STUYVESANT,1699,1584 FULTON STREET,07  RENTALS - WALKUP APARTMENTS,2B,C7,1920,4
7559,O292198,11215,PARK SLOPE,976,496 2 STREET,02 TWO FAMILY HOMES,1,B3,1901,1
7560,O21099,11201,BROOKLYN HEIGHTS,199,90 FURMAN STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2015,NA
7561,O105608,11201,BROOKLYN HEIGHTS,199,90 FURMAN STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2015,NA
7562,O257483,11238,PROSPECT HEIGHTS,1158,"645 CARLTON AVENUE, 1                    ",09  COOPS - WALKUP APARTMENTS,2C,C6,1931,2
7563,O205205,11231,GOWANUS,444,337 CARROLL STREET,13  CONDOS - ELEVATOR APARTMENTS,,,0,NA
7564,O105607,11220,SUNSET PARK,856,5803 5TH AVENUE,14 RENTALS - 4-10 UNIT,2B,S9,1931,4
7565,O183341,11238,PROSPECT HEIGHTS,1151,213 PROSPECT PLACE,01 ONE FAMILY HOMES,1,A4,1910,1
7566,O43604,11215,PARK SLOPE SOUTH,1024,390 7 AVENUE,14  RENTALS - 4-10 UNIT,2A,S3,1920,4
7567,O233297,11211,WILLIAMSBURG-NORTH,2331,310 NORTH 7TH   STREET,27  FACTORIES,4,F9,1907,6
7568,O304268,11222,GREENPOINT,2512,141 GREEN STREET,30  WAREHOUSES,4,E9,1984,6
7569,O131449,11211,WILLIAMSBURG-EAST,2737,686 LORIMER STREET,07  RENTALS - WALKUP APARTMENTS,2A,C2,1928,2
7570,O369436,11249,WILLIAMSBURG-SOUTH,2130,60 BROADWAY,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
7571,O220514,11215,PARK SLOPE,1094,562 10TH STREET,03 THREE FAMILY HOMES,1,C0,1910,2
7572,O118372,11206,WILLIAMSBURG-EAST,3100,246 SEIGEL STREET,30  WAREHOUSES,4,E9,1989,6
7573,O43601,11208,EAST NEW YORK,4004,402 SHEPHERD AVENUE,03 THREE FAMILY HOMES,1,C0,2004,2
7574,O118368,11204,BOROUGH PARK,5524,1676 61ST   STREET,27  FACTORIES,4,F4,1931,6
7575,O205192,11249,WILLIAMSBURG-NORTH,2324,34 NORTH 7TH   STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2007,NA
7576,O319684,11231,GOWANUS,444,337 CARROLL STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2015,NA
7577,O306910,11205,FORT GREENE,2105,287 CLERMONT AVENUE,03 THREE FAMILY HOMES,1,C0,1899,2
7578,O31385,11218,OCEAN PARKWAY-NORTH,5390,487 OCEAN PARKWAY,05  TAX CLASS 1 VACANT LAND,1B,V0,0,11
7579,O269216,11238,PROSPECT HEIGHTS,1151,164 ST. MARKS AVENUE,07  RENTALS - WALKUP APARTMENTS,2A,C3,1931,2
7580,O155569,11231,RED HOOK,526,694 HENRY STREET,07  RENTALS - WALKUP APARTMENTS,2B,C1,1920,2
7581,O382587,11217,BOERUM HILL,190,430 PACIFIC STREET,02 TWO FAMILY HOMES,1,B9,1915,1
7582,O395297,11201,DOWNTOWN-FULTON MALL,170,265 STATE STREET,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2014,NA
7583,O83665,11215,PARK SLOPE,1006,370 8 STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7584,O304241,11238,PROSPECT HEIGHTS,1153,330 ST MARKS AVENUE,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1930,NA
7585,O344726,11201,DOWNTOWN-FULTON FERRY,53,100 JAY STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
7586,O254653,11201,BROOKLYN HEIGHTS,260,"62 JORALEMON STREET, # 3                 ",09  COOPS - WALKUP APARTMENTS,2C,C6,1900,2
7587,O96313,11225,FLATBUSH-LEFFERTS GARDEN,5031,51 MIDWOOD STREET,01 ONE FAMILY HOMES,1,A4,1910,1
7588,O207953,11216,CROWN HEIGHTS,1231,665 PARK PLACE,03 THREE FAMILY HOMES,1,C0,1901,2
7589,O306915,11238,CLINTON HILL,1992,36 PUTNAM AVENUE,05  TAX CLASS 1 VACANT LAND,1B,V0,0,3
7590,O257491,11249,WILLIAMSBURG-SOUTH,2135,429 KENT AVENUE,13 CONDOS - ELEVATOR APARTMENTS,2,R4,2009,NA
7591,O70630,11217,PARK SLOPE,1061,207 BERKELEY PLACE,02 TWO FAMILY HOMES,1,S1,1899,4
7592,O295034,11215,PARK SLOPE,985,326 4 STREET,03 THREE FAMILY HOMES,1,C0,1899,2
7593,O70633,11204,BOROUGH PARK,5466,5124 17TH   AVENUE,03 THREE FAMILY HOMES,1,C0,1925,2
7594,O131396,11218,FLATBUSH-CENTRAL,5141,210 STRATFORD ROAD,02 TWO FAMILY HOMES,1,B2,1915,1
7595,O382592,11203,FLATBUSH-EAST,4784,1414 UTICA AVENUE,21  OFFICE BUILDINGS,4,O7,1931,5
7596,O233342,11215,PARK SLOPE,1075,567 1 STREET,01 ONE FAMILY HOMES,1,A4,1901,1
7597,O105562,11204,BOROUGH PARK,5541,6322 20TH   AVENUE,22  STORE BUILDINGS,4,K2,1930,5
7598,O357182,11235,BRIGHTON BEACH,8678,3166 CONEY ISLAND AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1938,4
7599,O316892,11223,OCEAN PARKWAY-SOUTH,6684,801 AVENUE S,02 TWO FAMILY HOMES,1,B2,1915,1
7600,O70647,11215,PARK SLOPE,1076,537 2ND STREET,02 TWO FAMILY HOMES,1,B3,1901,1
7601,O233356,11215,PARK SLOPE,1094,566 10TH   STREET,03 THREE FAMILY HOMES,1,C0,1910,2
7602,O344735,11217,BOERUM HILL,184,409 PACIFIC,01 ONE FAMILY HOMES,1,A4,1899,1
7603,O344736,11217,BOERUM HILL,184,438 ATLANTIC AVENUE,33  EDUCATIONAL FACILITIES,4,W4,1900,NA
7604,O5769,11231,COBBLE HILL,332,239 SACKETT STREET,02 TWO FAMILY HOMES,1,B1,1899,1
7605,O195898,11226,FLATBUSH-CENTRAL,5221,580 EAST 22ND STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,1931,2
7606,O46390,11217,FORT GREENE,2099,31A SOUTH ELLIOTT PLACE,01 ONE FAMILY HOMES,1,A4,1899,1
7607,O146217,11215,GOWANUS,979,400-404 3RD AVE,27  FACTORIES,4,F9,1929,6
7608,O193073,11217,PARK SLOPE,954,104 BERKELEY PLACE,03 THREE FAMILY HOMES,1,C0,1901,2
7609,O5761,11215,PARK SLOPE,1101,488 13TH   STREET,03 THREE FAMILY HOMES,1,C0,1901,2
7610,O143374,11238,PROSPECT HEIGHTS,1151,197 PROSPECT PLACE,02 TWO FAMILY HOMES,1,B3,1910,1
7611,O207979,11206,WILLIAMSBURG-EAST,2266,390 WALLABOUT STREET,29  COMMERCIAL GARAGES,1,C0,2012,NA
7612,O329894,11231,CARROLL GARDENS,415,102 DOUGLASS STREET,02 TWO FAMILY HOMES,1,B9,1899,1
7613,O118330,11201,DOWNTOWN-METROTECH,2060,150 MYRTLE AVENUE,28  COMMERCIAL CONDOS,4,R5,2007,NA
7614,O93506,11215,PARK SLOPE,1097,576 11TH   STREET,03 THREE FAMILY HOMES,1,C0,1910,2
7615,O170439,11201,BROOKLYN HEIGHTS,245,360 FURMAN STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2008,NA
7616,O118329,11220,BUSH TERMINAL,844,162 57TH   STREET,30  WAREHOUSES,4,E3,1947,6
7617,O5755,11206,BUSHWICK,3171,82 JEFFERSON STREET,27  FACTORIES,4,F4,1931,3
7618,O5753,11238,CLINTON HILL,2012,582 WASHINGTON AVENUE,03 THREE FAMILY HOMES,1,C0,1899,2
7619,O146230,11238,CLINTON HILL,2010,500 CLINTON AVENUE,07  RENTALS - WALKUP APARTMENTS,2B,C1,1930,2
7620,O118327,11205,FORT GREENE,2045,137 ADELPHI STREET,03 THREE FAMILY HOMES,1,C0,1901,2
7621,O93496,11217,PARK SLOPE,930,412 DEAN STREET,02 TWO FAMILY HOMES,1,B3,1910,1
7622,O93494,11215,PARK SLOPE,987,297 6 STREET,02 TWO FAMILY HOMES,1,B1,1910,1
7623,O382612,11215,PARK SLOPE,1068,"9 PROSPECT PARK WEST, 4B                 ",10  COOPS - ELEVATOR APARTMENTS,2,D4,1929,3
7624,O43569,11249,WILLIAMSBURG-NORTH,2319,136 NORTH 8TH STREET,07  RENTALS - WALKUP APARTMENTS,2A,C3,1910,2
7625,O96348,11249,WILLIAMSBURG-NORTH,2324,34 NORTH 7TH   STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2007,NA
7626,O143363,11215,WINDSOR TERRACE,5259,1511 11 AVENUE,02 TWO FAMILY HOMES,1,B1,1920,1
7627,O193053,11237,WYCKOFF HEIGHTS,3319,322 MENAHAN STREET,29  COMMERCIAL GARAGES,4,G7,0,3
7628,O55809,11209,BAY RIDGE,5939,7502 3 AVENUE,14  RENTALS - 4-10 UNIT,2A,S9,1930,4
7629,O379625,11238,BEDFORD STUYVESANT,2020,166 LEFFERTS PLACE,02 TWO FAMILY HOMES,1,B3,1899,1
